"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"Hyperlink","https://www.lifeusa.org/","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/get-involved","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/about","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://donate.lifeusa.org/donorportal/login","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","","","Root-Relative","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/div/a[1]","Navigation","HTML"
"Hyperlink","https://www.lifeusa.org/financial-reports","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/post/the-global-environmental-crisis-water-climate-and-life-s-impact","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/board-members","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/annualreports","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/blogs","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/lebanon-emergency-relief","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://donate.lifeusa.org/donorportal/gaza-relief","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","","","Root-Relative","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/div/a[1]","Navigation","HTML"
"Hyperlink","https://donate.lifeusa.org/donorportal/udhiyah","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","","","Root-Relative","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/div/a[1]","Navigation","HTML"
"Hyperlink","https://donate.lifeusa.org/donorportal/?donate=true","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","","","Root-Relative","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/div/a[1]","Navigation","HTML"
"Hyperlink","https://www.lifeusa.org/post/recognizing-everyday-leaders-and-heros-this-father-s-day-2025","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/media","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/privacy-policy","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/waystogive","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/programs","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/post/the-world-keeps-making-more-plastic-and-the-cost-is-human","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","_self","noopener noreferrer","Absolute","//body/div/div/div[@id='site-root']/div/div[@id='soapAfterPagesContainer']/div/div/div[@id='comp-kfnj47yv']/a","Content","HTML"
"Hyperlink","https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE7MAK","https://donate.lifeusa.org/donorportal/login","147106","","My Account","200","OK","true","","","Root-Relative","//body/webruntime-app/lwr-router-container/webruntime-inner-app/dxp_data_provider-user-data-provider/dxp_data_provider-data-proxy/dxp_data_provider-decision-data-provider/dxp_data_provider-data-proxy/community_byo-scoped-header-and-footer/header/div/c-custom-navigation/header/div/div/div/a[1]","Navigation","HTML"
