"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"Hyperlink","https://www.lifeusa.org/post/women-s-empowerment-the-key-to-solving-world-hunger","https://www.lifeusa.org/_files/ugd/6df904_7fbabf427ae34683a608c7f617b5d4d0.pdf","797937","","Learn more about LIFE’s clean water projects","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section/div[2]/div/div/div/div/div/div/div[2]/div[@id='content-wrapper']/div[@class='ZL4A4N']/div[@class='HcBlwg']/div[1]/div/div/article/div/section/div/div/div/div/div/div[@class='BjAB3']/div[103]/div/div/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/newsletters","https://www.lifeusa.org/_files/ugd/6df904_162824fa1d0a4231b25669e678d3a730.pdf","10315806","2020 Newsletter","2020 Newsletter","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474x3']/div[2]/div/div/div[1]/div[5]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/newsletters","https://www.lifeusa.org/_files/ugd/6df904_441a61c7f7c94af999a07aedad1b019f.pdf","6286318","2023 Newsletter","2023 Newsletter","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474x3']/div[2]/div/div/div[1]/div[2]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/newsletters","https://www.lifeusa.org/_files/ugd/6df904_007cd0c2d319457b851b407933ef9a6b.pdf","10075108","2021 Newsletter","2021 Newsletter","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474x3']/div[2]/div/div/div[1]/div[4]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/newsletters","https://www.lifeusa.org/_files/ugd/6df904_9f9c3694c0d844338df533a35a57ef84.pdf","46060499","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474x3']/div[2]/div/div/div[1]/div[1]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_3dfee7544a3e45c6a18151355679d69b.pdf","54494","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[20]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_fdbf1a16338846c4a02c1ddf431f5279.pdf","9314752","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[10]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_535e4547bf0545a2a9162f12a3b73a98.pdf","788254","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[16]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_6486047cd4fe4d589aff8e22b0f14e99.pdf","1739215","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[5]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_f13eaf2545ae43009c3e171743dfe747.pdf","490404","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[4]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_f974ecb3149c4e8cb13dbc8ed447a49a.pdf","1086717","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[18]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_1ddc755082ef49bb909f2aa7dbf9a1c1.pdf","1918868","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[15]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_7b1019b4e72d4da39acec3132eb89454.pdf","858485","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[8]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_e2671b6a5cfa4bd0a35bcb61e28353aa.pdf","857169","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[14]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/annualreports","https://www.lifeusa.org/_files/ugd/6df904_bbb8e9ad3505406b926cb0eda852c599.pdf","19601845","2023 Annual Report","2023 Annual Report","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474z1']/div[2]/div/div/div[1]/div[2]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_a136a878af8a4d46ace9b06e3416685b.pdf","1671785","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[11]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_e66c780078bd43c786b3ad629e3bc469.pdf","895517","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[6]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_edf6e91aa73d4e45a6e7649e0395de0b.pdf","1289776","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[17]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_dd53ebe83bc34c9d9b90dfd62e069406.pdf","307255","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[13]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_6e2ea6112dcf4907b3cafee15ed9802e.pdf","2960599","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[12]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_76f4bf9a37e14e32bb774a790c321fc6.pdf","907706","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[7]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_a85aa809193545108cdc16535b6493b9.pdf","5239322","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[9]/a","Content","HTML"
"Hyperlink","https://www.lifeusa.org/press","https://www.lifeusa.org/_files/ugd/6df904_8dafc192b5aa4cb6a7ed1b63336c3078.pdf","9431996","","","200","OK","true","_blank","","Absolute","//body/div/div/div[@id='site-root']/div/main/div/div/div/div[@class='HT5ybB']/div/div/div/section[@id='comp-lwf474wo']/div[2]/div/div/div[1]/div[19]/a","Content","HTML"
