"Address","Content Type","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://static.wixstatic.com/media/74d008_39a6fc8bc8b94d9b99452850a9f11aea~mv2.jpg/v1/fill/w_315,h_236,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_39a6fc8bc8b94d9b99452850a9f11aea~mv2.webp","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_23104e66d3b14b7c98f45f1292b0982e~mv2.jpg/v1/fill/w_314,h_236,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_23104e66d3b14b7c98f45f1292b0982e~mv2.webp","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_9a7e4a9d90134a8daf0aed33aacb4f0d~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_9a7e4a9d90134a8daf0aed33aacb4f0d~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_e2c52b693ea94adda076cb7eaa2de49e~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_e2c52b693ea94adda076cb7eaa2de49e~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_5608775458d842979bcc218cbde6f0df~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_5608775458d842979bcc218cbde6f0df~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_3cd2291aa32e4e25ab6948041af19b96~mv2.jpg/v1/fill/w_980,h_652,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_3cd2291aa32e4e25ab6948041af19b96~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_6cb80cf314e54adb9b980605199e5346~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_6cb80cf314e54adb9b980605199e5346~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_23104e66d3b14b7c98f45f1292b0982e~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/74d008_23104e66d3b14b7c98f45f1292b0982e~mv2.webp","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_1eb0bed6d1944db293b00b4a6fa835cd~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/74d008_1eb0bed6d1944db293b00b4a6fa835cd~mv2.webp","image/jpeg","2","Indexable","",""
"https://static.wixstatic.com/media/74d008_1eb0bed6d1944db293b00b4a6fa835cd~mv2.jpg/v1/fill/w_314,h_236,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_1eb0bed6d1944db293b00b4a6fa835cd~mv2.webp","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_39a6fc8bc8b94d9b99452850a9f11aea~mv2.jpg/v1/fill/w_334,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/74d008_39a6fc8bc8b94d9b99452850a9f11aea~mv2.webp","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_8b6caea3e9ef4d9f9a709a9c4cf16bc0~mv2.jpg/v1/fill/w_980,h_738,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_8b6caea3e9ef4d9f9a709a9c4cf16bc0~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_2659d1c0582a443abe21f88591e79231~mv2.jpg/v1/fill/w_980,h_1302,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_2659d1c0582a443abe21f88591e79231~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_ebfad58ff280410fbcc0dc7f3172cd94~mv2.jpg/v1/fill/w_980,h_594,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_ebfad58ff280410fbcc0dc7f3172cd94~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_341c93d6973f4693be670dd92802a6cd~mv2.jpeg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_341c93d6973f4693be670dd92802a6cd~mv2.jpeg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_5d94dff0a7b447abaab12feb15bf4388~mv2.jpg/v1/fill/w_980,h_551,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_5d94dff0a7b447abaab12feb15bf4388~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_087bf460aca74c4c9dd062be1f2da7f9~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_087bf460aca74c4c9dd062be1f2da7f9~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_24db9bb0d32f4b919a04de8c3c214d18~mv2.jpeg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/74d008_24db9bb0d32f4b919a04de8c3c214d18~mv2.webp","image/jpeg","3","Indexable","",""
"https://static.wixstatic.com/media/74d008_7326d883078243868c3c0631bbb3f61c~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/74d008_7326d883078243868c3c0631bbb3f61c~mv2.webp","image/png","3","Indexable","",""
"https://static.wixstatic.com/media/74d008_1ec23774ae2947beb7f0106d0971e777~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/74d008_1ec23774ae2947beb7f0106d0971e777~mv2.webp","image/jpeg","3","Indexable","",""
"https://static.wixstatic.com/media/74d008_57afafc9fbf64e7585702e25f631dd3e~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/74d008_57afafc9fbf64e7585702e25f631dd3e~mv2.webp","image/jpeg","3","Indexable","",""
"https://static.wixstatic.com/media/74d008_57afafc9fbf64e7585702e25f631dd3e~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_57afafc9fbf64e7585702e25f631dd3e~mv2.webp","image/jpeg","2","Indexable","",""
"https://static.wixstatic.com/media/74d008_a30bae0f77e14fc0ba0c5e237dbf0050~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_a30bae0f77e14fc0ba0c5e237dbf0050~mv2.webp","image/jpeg","2","Indexable","",""
"https://static.wixstatic.com/media/74d008_24db9bb0d32f4b919a04de8c3c214d18~mv2.jpeg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_24db9bb0d32f4b919a04de8c3c214d18~mv2.webp","image/jpeg","2","Indexable","",""
"https://static.wixstatic.com/media/74d008_1eb0bed6d1944db293b00b4a6fa835cd~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_1eb0bed6d1944db293b00b4a6fa835cd~mv2.webp","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_1a87b8341b974d61b23ea37cb1c1ab9b~mv2.png/v1/fill/w_333,h_250,fp_0.50_0.50,q_35,blur_30,enc_avif,quality_auto/74d008_1a87b8341b974d61b23ea37cb1c1ab9b~mv2.webp","image/png","2","Indexable","",""
"https://static.wixstatic.com/media/74d008_4a7d8a125b7840e885885b98ff93248a~mv2.jpg/v1/fill/w_292,h_219,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_4a7d8a125b7840e885885b98ff93248a~mv2.webp","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_4a7d8a125b7840e885885b98ff93248a~mv2.jpg/v1/fill/w_333,h_250,fp_0.50_0.50,q_30,blur_30,enc_avif,quality_auto/74d008_4a7d8a125b7840e885885b98ff93248a~mv2.webp","image/jpeg","2","Indexable","",""
"https://static.wixstatic.com/media/74d008_1a87b8341b974d61b23ea37cb1c1ab9b~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/74d008_1a87b8341b974d61b23ea37cb1c1ab9b~mv2.webp","image/png","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_66c17d6ff99d4cb3b21264f7290155c2~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_66c17d6ff99d4cb3b21264f7290155c2~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_a66bb63990f346dbaab1d28bf1bfd614~mv2.jpg/v1/fill/w_980,h_576,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_a66bb63990f346dbaab1d28bf1bfd614~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_4334c73515fc4a2cafa4d77584cebd3a~mv2.jpg/v1/fill/w_980,h_550,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_4334c73515fc4a2cafa4d77584cebd3a~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_1f65aebf4972493b9382184207a38fc0~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_1f65aebf4972493b9382184207a38fc0~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_55c4c5d2d813488c81b082e32720a76d~mv2.jpg/v1/fill/w_980,h_551,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_55c4c5d2d813488c81b082e32720a76d~mv2.jpg","image/jpeg","3","Indexable","",""
"https://static.wixstatic.com/media/74d008_ce2f976467ea447c8bf0ba4a8c4284b3~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_ce2f976467ea447c8bf0ba4a8c4284b3~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_ffe9a7369d00418fa4a8ffca1b88d4c6~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_ffe9a7369d00418fa4a8ffca1b88d4c6~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_c724cf67592d41e9ad1a454a4a278ee5~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_c724cf67592d41e9ad1a454a4a278ee5~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_d6e51b9da833447e86d0198d63ab7bbc~mv2.jpg/v1/fill/w_980,h_551,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_d6e51b9da833447e86d0198d63ab7bbc~mv2.jpg","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_1ec23774ae2947beb7f0106d0971e777~mv2.jpg/v1/fill/w_302,h_227,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_1ec23774ae2947beb7f0106d0971e777~mv2.webp","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_24db9bb0d32f4b919a04de8c3c214d18~mv2.jpeg/v1/fill/w_302,h_227,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_24db9bb0d32f4b919a04de8c3c214d18~mv2.webp","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_4a7d8a125b7840e885885b98ff93248a~mv2.jpg/v1/fill/w_302,h_227,fp_0.50_0.50,q_90,enc_avif,quality_auto/74d008_4a7d8a125b7840e885885b98ff93248a~mv2.webp","image/jpeg","1","Indexable","",""
"https://static.wixstatic.com/media/74d008_8aaf024946e44f42b5c9dc07d82f1ba6~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_8aaf024946e44f42b5c9dc07d82f1ba6~mv2.jpg","image/jpeg","2","Indexable","",""
"https://static.wixstatic.com/media/74d008_05f7596afec647e9811e48d09cffc7f3~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_05f7596afec647e9811e48d09cffc7f3~mv2.jpg","image/jpeg","1","Indexable","",""
